Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q9H5J4	ELOV6_HUMAN	reviewed	Elongation of very long chain fatty acids protein 6 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL6) (ELOVL fatty acid elongase 6) (ELOVL FA elongase 6) (Fatty acid elongase 2) (hELO2) (Fatty acyl-CoA elongase) (Long-chain fatty-acyl elongase) (Very long chain 3-ketoacyl-CoA synthase 6) (Very long chain 3-oxoacyl-CoA synthase 6)	ELOVL6 FACE LCE	Homo sapiens (Human)	265
O43246	CTR4_HUMAN	reviewed	Cationic amino acid transporter 4 (CAT-4) (CAT4) (Solute carrier family 7 member 4)	SLC7A4	Homo sapiens (Human)	635
Q9NRM1	ENAM_HUMAN	reviewed	Enamelin	ENAM	Homo sapiens (Human)	1142
P04839	CY24B_HUMAN	reviewed	Cytochrome b-245 heavy chain (EC 1.-.-.-) (CGD91-phox) (Cytochrome b(558) subunit beta) (Cytochrome b558 subunit beta) (Heme-binding membrane glycoprotein gp91phox) (NADPH oxidase 2) (Neutrophil cytochrome b 91 kDa polypeptide) (Superoxide-generating NADPH oxidase heavy chain subunit) (gp91-1) (gp91-phox) (p22 phagocyte B-cytochrome)	CYBB NOX2	Homo sapiens (Human)	570
Q9UBM7	DHCR7_HUMAN	reviewed	7-dehydrocholesterol reductase (7-DHC reductase) (EC 1.3.1.21) (Putative sterol reductase SR-2) (Sterol Delta(7)-reductase)	DHCR7 D7SR	Homo sapiens (Human)	475
Q6UWP2	DHR11_HUMAN	reviewed	Dehydrogenase/reductase SDR family member 11 (17-beta-hydroxysteroid dehydrogenase) (3-beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270) (Estradiol 17-beta-dehydrogenase) (EC 1.1.1.62) (Short-chain dehydrogenase/reductase family 24C member 1)	DHRS11 SDR24C1 UNQ836/PRO1774	Homo sapiens (Human)	260
P54098	DPOG1_HUMAN	reviewed	DNA polymerase subunit gamma-1 (EC 2.7.7.7) (Mitochondrial DNA polymerase catalytic subunit) (PolG-alpha)	POLG MDP1 POLG1 POLGA	Homo sapiens (Human)	1239
Q14435	GALT3_HUMAN	reviewed	Polypeptide N-acetylgalactosaminyltransferase 3 (EC 2.4.1.41) (Polypeptide GalNAc transferase 3) (GalNAc-T3) (pp-GaNTase 3) (Protein-UDP acetylgalactosaminyltransferase 3) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 3)	GALNT3	Homo sapiens (Human)	633
Q14353	GAMT_HUMAN	reviewed	Guanidinoacetate N-methyltransferase (EC 2.1.1.2)	GAMT	Homo sapiens (Human)	236
P00374	DYR_HUMAN	reviewed	Dihydrofolate reductase (EC 1.5.1.3)	DHFR	Homo sapiens (Human)	187
P50440	GATM_HUMAN	reviewed	Glycine amidinotransferase, mitochondrial (EC 2.1.4.1) (L-arginine:glycine amidinotransferase) (Transamidinase)	GATM AGAT	Homo sapiens (Human)	423
Q9Y6T7	DGKB_HUMAN	reviewed	Diacylglycerol kinase beta (DAG kinase beta) (EC 2.7.1.107) (90 kDa diacylglycerol kinase) (Diglyceride kinase beta) (DGK-beta)	DGKB DAGK2 KIAA0718	Homo sapiens (Human)	804
O94777	DPM2_HUMAN	reviewed	Dolichol phosphate-mannose biosynthesis regulatory protein (Dolichol-phosphate mannose synthase subunit 2) (DPM synthase subunit 2)	DPM2 My026	Homo sapiens (Human)	84
Q96C23	GALM_HUMAN	reviewed	Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase)	GALM BLOCK25	Homo sapiens (Human)	342
Q14194	DPYL1_HUMAN	reviewed	Dihydropyrimidinase-related protein 1 (DRP-1) (Collapsin response mediator protein 1) (CRMP-1) (Unc-33-like phosphoprotein 3) (ULIP-3)	CRMP1 DPYSL1 ULIP3	Homo sapiens (Human)	572
Q86SF2	GALT7_HUMAN	reviewed	N-acetylgalactosaminyltransferase 7 (EC 2.4.1.-) (Polypeptide GalNAc transferase 7) (GalNAc-T7) (pp-GaNTase 7) (Protein-UDP acetylgalactosaminyltransferase 7) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 7)	GALNT7	Homo sapiens (Human)	657
P33316	DUT_HUMAN	reviewed	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	DUT	Homo sapiens (Human)	252
Q9HCG7	GBA2_HUMAN	reviewed	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45) (Beta-glucocerebrosidase 2) (Beta-glucosidase 2) (Glucosylceramidase 2)	GBA2 KIAA1605 AD035	Homo sapiens (Human)	927
P16520	GBB3_HUMAN	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3 (Transducin beta chain 3)	GNB3	Homo sapiens (Human)	340
P16444	DPEP1_HUMAN	reviewed	Dipeptidase 1 (EC 3.4.13.19) (Dehydropeptidase-I) (Microsomal dipeptidase) (Renal dipeptidase) (hRDP)	DPEP1 MDP RDP	Homo sapiens (Human)	411
P54803	GALC_HUMAN	reviewed	Galactocerebrosidase (GALCERase) (EC 3.2.1.46) (Galactocerebroside beta-galactosidase) (Galactosylceramidase) (Galactosylceramide beta-galactosidase)	GALC	Homo sapiens (Human)	685
Q9P2X0	DPM3_HUMAN	reviewed	Dolichol-phosphate mannosyltransferase subunit 3 (Dolichol-phosphate mannose synthase subunit 3) (DPM synthase subunit 3) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 3) (Mannose-P-dolichol synthase subunit 3) (MPD synthase subunit 3) (Prostin-1)	DPM3	Homo sapiens (Human)	92
Q01415	GALK2_HUMAN	reviewed	N-acetylgalactosamine kinase (EC 2.7.1.157) (GalNAc kinase) (Galactokinase 2)	GALK2 GK2	Homo sapiens (Human)	458
Q14697	GANAB_HUMAN	reviewed	Neutral alpha-glucosidase AB (EC 3.2.1.84) (Alpha-glucosidase 2) (Glucosidase II subunit alpha)	GANAB G2AN KIAA0088	Homo sapiens (Human)	944
Q6IAN0	DRS7B_HUMAN	reviewed	Dehydrogenase/reductase SDR family member 7B (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 1)	DHRS7B SDR32C1 CGI-93 UNQ212/PRO238	Homo sapiens (Human)	325
Q8TEA8	DTD1_HUMAN	reviewed	D-aminoacyl-tRNA deacylase 1 (DTD) (EC 3.1.1.96) (DNA-unwinding element-binding protein B) (DUE-B) (Gly-tRNA(Ala) deacylase) (EC 3.1.1.-) (Histidyl-tRNA synthase-related)	DTD1 C20orf88 DUEB HARS2	Homo sapiens (Human)	209
Q53GQ0	DHB12_HUMAN	reviewed	Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (17-beta-hydroxysteroid dehydrogenase 12) (17-beta-HSD 12) (3-ketoacyl-CoA reductase) (KAR) (Estradiol 17-beta-dehydrogenase 12) (EC 1.1.1.62) (Short chain dehydrogenase/reductase family 12C member 1)	HSD17B12 SDR12C1	Homo sapiens (Human)	312
Q86SQ9	DHDDS_HUMAN	reviewed	Dehydrodolichyl diphosphate synthase complex subunit DHDDS (EC 2.5.1.87) (Cis-isoprenyltransferase) (CIT) (Cis-IPTase) (Cis-prenyltransferase subunit hCIT) (Epididymis tissue protein Li 189m)	DHDDS HDS	Homo sapiens (Human)	333
P51570	GALK1_HUMAN	reviewed	Galactokinase (EC 2.7.1.6) (Galactose kinase)	GALK1 GALK	Homo sapiens (Human)	392
Q14117	DPYS_HUMAN	reviewed	Dihydropyrimidinase (DHP) (DHPase) (EC 3.5.2.2) (Dihydropyrimidine amidohydrolase) (Hydantoinase)	DPYS	Homo sapiens (Human)	519
P21918	DRD5_HUMAN	reviewed	D(1B) dopamine receptor (D(5) dopamine receptor) (D1beta dopamine receptor) (Dopamine D5 receptor)	DRD5 DRD1B DRD1L2	Homo sapiens (Human)	477
P07902	GALT_HUMAN	reviewed	Galactose-1-phosphate uridylyltransferase (Gal-1-P uridylyltransferase) (EC 2.7.7.12) (UDP-glucose--hexose-1-phosphate uridylyltransferase)	GALT	Homo sapiens (Human)	379
Q14393	GAS6_HUMAN	reviewed	Growth arrest-specific protein 6 (GAS-6) (AXL receptor tyrosine kinase ligand)	GAS6 AXLLG	Homo sapiens (Human)	678
Q8IZU8	DSEL_HUMAN	reviewed	Dermatan-sulfate epimerase-like protein (EC 5.1.-.-)	DSEL C18orf4 NCAG1	Homo sapiens (Human)	1212
Q92908	GATA6_HUMAN	reviewed	Transcription factor GATA-6 (GATA-binding factor 6)	GATA6	Homo sapiens (Human)	595
Q16698	DECR_HUMAN	reviewed	2,4-dienoyl-CoA reductase, mitochondrial (EC 1.3.1.34) (2,4-dienoyl-CoA reductase [NADPH]) (4-enoyl-CoA reductase [NADPH]) (Short chain dehydrogenase/reductase family 18C member 1)	DECR1 DECR SDR18C1	Homo sapiens (Human)	335
P56937	DHB7_HUMAN	reviewed	3-keto-steroid reductase (EC 1.1.1.270) (17-beta-hydroxysteroid dehydrogenase 7) (17-beta-HSD 7) (Estradiol 17-beta-dehydrogenase 7) (EC 1.1.1.62) (Short chain dehydrogenase/reductase family 37C member 1)	HSD17B7 SDR37C1 UNQ2563/PRO6243	Homo sapiens (Human)	341
Q16555	DPYL2_HUMAN	reviewed	Dihydropyrimidinase-related protein 2 (DRP-2) (Collapsin response mediator protein 2) (CRMP-2) (N2A3) (Unc-33-like phosphoprotein 2) (ULIP-2)	DPYSL2 CRMP2 ULIP2	Homo sapiens (Human)	572
P14416	DRD2_HUMAN	reviewed	D(2) dopamine receptor (Dopamine D2 receptor)	DRD2	Homo sapiens (Human)	443
P21728	DRD1_HUMAN	reviewed	D(1A) dopamine receptor (Dopamine D1 receptor)	DRD1	Homo sapiens (Human)	446
P35462	DRD3_HUMAN	reviewed	D(3) dopamine receptor (Dopamine D3 receptor)	DRD3	Homo sapiens (Human)	400
P21917	DRD4_HUMAN	reviewed	D(4) dopamine receptor (D(2C) dopamine receptor) (Dopamine D4 receptor)	DRD4	Homo sapiens (Human)	467
Q8NBQ5	DHB11_HUMAN	reviewed	Estradiol 17-beta-dehydrogenase 11 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (17-beta-hydroxysteroid dehydrogenase XI) (17-beta-HSD XI) (17betaHSDXI) (Cutaneous T-cell lymphoma-associated antigen HD-CL-03) (CTCL-associated antigen HD-CL-03) (Dehydrogenase/reductase SDR family member 8) (Retinal short-chain dehydrogenase/reductase 2) (retSDR2) (Short chain dehydrogenase/reductase family 16C member 2)	HSD17B11 DHRS8 PAN1B SDR16C2 PSEC0029 UNQ207/PRO233	Homo sapiens (Human)	300
P52824	DGKQ_HUMAN	reviewed	Diacylglycerol kinase theta (DAG kinase theta) (EC 2.7.1.107) (Diglyceride kinase theta) (DGK-theta)	DGKQ DAGK4	Homo sapiens (Human)	942
O43826	G6PT1_HUMAN	reviewed	Glucose-6-phosphate exchanger SLC37A4 (Glucose-5-phosphate transporter) (Glucose-6-phosphate translocase) (Solute carrier family 37 member 4) (Transformation-related gene 19 protein) (TRG-19)	SLC37A4 G6PT G6PT1 PRO0685 TRG19	Homo sapiens (Human)	429
Q1HG43	DOXA1_HUMAN	reviewed	Dual oxidase maturation factor 1 (Dual oxidase activator 1) (Numb-interacting protein)	DUOXA1 NIP NUMBIP	Homo sapiens (Human)	343
Q1HG44	DOXA2_HUMAN	reviewed	Dual oxidase maturation factor 2 (Dual oxidase activator 2)	DUOXA2	Homo sapiens (Human)	320
P23743	DGKA_HUMAN	reviewed	Diacylglycerol kinase alpha (DAG kinase alpha) (EC 2.7.1.107) (80 kDa diacylglycerol kinase) (Diglyceride kinase alpha) (DGK-alpha)	DGKA DAGK DAGK1	Homo sapiens (Human)	735
P49619	DGKG_HUMAN	reviewed	Diacylglycerol kinase gamma (DAG kinase gamma) (EC 2.7.1.107) (Diglyceride kinase gamma) (DGK-gamma)	DGKG DAGK3	Homo sapiens (Human)	791
P37058	DHB3_HUMAN	reviewed	Testosterone 17-beta-dehydrogenase 3 (EC 1.1.1.64) (17-beta-hydroxysteroid dehydrogenase type 3) (17-beta-HSD 3) (Short chain dehydrogenase/reductase family 12C member 2) (Testicular 17-beta-hydroxysteroid dehydrogenase)	HSD17B3 EDH17B3 SDR12C2	Homo sapiens (Human)	310
P24522	GA45A_HUMAN	reviewed	Growth arrest and DNA damage-inducible protein GADD45 alpha (DNA damage-inducible transcript 1 protein) (DDIT-1)	GADD45A DDIT1 GADD45	Homo sapiens (Human)	165
P80404	GABT_HUMAN	reviewed	4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (GABA-T) (L-AIBAT)	ABAT GABAT	Homo sapiens (Human)	500
P22466	GALA_HUMAN	reviewed	Galanin peptides [Cleaved into: Galanin; Galanin message-associated peptide (GMAP)]	GAL GAL1 GALN GLNN	Homo sapiens (Human)	123
O60762	DPM1_HUMAN	reviewed	Dolichol-phosphate mannosyltransferase subunit 1 (EC 2.4.1.83) (Dolichol-phosphate mannose synthase subunit 1) (DPM synthase subunit 1) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 1) (Mannose-P-dolichol synthase subunit 1) (MPD synthase subunit 1)	DPM1	Homo sapiens (Human)	260
P17707	DCAM_HUMAN	reviewed	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase alpha chain; S-adenosylmethionine decarboxylase beta chain]	AMD1 AMD	Homo sapiens (Human)	334
Q9GZR7	DDX24_HUMAN	reviewed	ATP-dependent RNA helicase DDX24 (EC 3.6.4.13) (DEAD box protein 24)	DDX24	Homo sapiens (Human)	859
Q13574	DGKZ_HUMAN	reviewed	Diacylglycerol kinase zeta (DAG kinase zeta) (EC 2.7.1.107) (Diglyceride kinase zeta) (DGK-zeta)	DGKZ DAGK6	Homo sapiens (Human)	1117
Q9UQ10	DHDH_HUMAN	reviewed	Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase (EC 1.3.1.20) (D-xylose 1-dehydrogenase) (D-xylose-NADP dehydrogenase) (EC 1.1.1.179) (Dimeric dihydrodiol dehydrogenase) (Hum2DD)	DHDH 2DD	Homo sapiens (Human)	334
Q9Y4D2	DGLA_HUMAN	reviewed	Sn1-specific diacylglycerol lipase alpha (DGL-alpha) (EC 3.1.1.-) (Neural stem cell-derived dendrite regulator)	DAGLA C11orf11 KIAA0659 NSDDR	Homo sapiens (Human)	1042
Q9UPY3	DICER_HUMAN	reviewed	Endoribonuclease Dicer (EC 3.1.26.3) (Helicase with RNase motif) (Helicase MOI)	DICER1 DICER HERNA KIAA0928	Homo sapiens (Human)	1922
P11926	DCOR_HUMAN	reviewed	Ornithine decarboxylase (ODC) (EC 4.1.1.17)	ODC1	Homo sapiens (Human)	461
O15121	DEGS1_HUMAN	reviewed	Sphingolipid delta(4)-desaturase DES1 (EC 1.14.19.17) (Cell migration-inducing gene 15 protein) (Degenerative spermatocyte homolog 1) (Membrane lipid desaturase)	DEGS1 DES1 MLD MIG15	Homo sapiens (Human)	323
Q6ZPD8	DG2L6_HUMAN	reviewed	Diacylglycerol O-acyltransferase 2-like protein 6 (EC 2.3.1.-) (Diacylglycerol O-acyltransferase candidate 3) (hDC3)	DGAT2L6 DC3	Homo sapiens (Human)	337
Q6IED9	DG2L7_HUMAN	reviewed	Putative diacylglycerol O-acyltransferase 2-like protein DGAT2L7P (EC 2.3.1.-) (Diacylglycerol O-acyltransferase 2-like 7 pseudogene)	DGAT2L7P	Homo sapiens (Human)	249
Q15392	DHC24_HUMAN	reviewed	Delta(24)-sterol reductase (EC 1.3.1.72) (24-dehydrocholesterol reductase) (3-beta-hydroxysterol Delta-24-reductase) (Diminuto/dwarf1 homolog) (Seladin-1)	DHCR24 KIAA0018	Homo sapiens (Human)	516
Q86XP1	DGKH_HUMAN	reviewed	Diacylglycerol kinase eta (DAG kinase eta) (EC 2.7.1.107) (Diglyceride kinase eta) (DGK-eta)	DGKH	Homo sapiens (Human)	1220
O75912	DGKI_HUMAN	reviewed	Diacylglycerol kinase iota (DAG kinase iota) (EC 2.7.1.107) (Diglyceride kinase iota) (DGK-iota)	DGKI	Homo sapiens (Human)	1065
P28845	DHI1_HUMAN	reviewed	Corticosteroid 11-beta-dehydrogenase isozyme 1 (EC 1.1.1.146) (11-beta-hydroxysteroid dehydrogenase 1) (11-DH) (11-beta-HSD1) (Short chain dehydrogenase/reductase family 26C member 1)	HSD11B1 HSD11 HSD11L SDR26C1	Homo sapiens (Human)	292
O75911	DHRS3_HUMAN	reviewed	Short-chain dehydrogenase/reductase 3 (EC 1.1.1.300) (DD83.1) (Retinal short-chain dehydrogenase/reductase 1) (retSDR1) (Retinol dehydrogenase 17) (Short chain dehydrogenase/reductase family 16C member 1)	DHRS3 RDH17 SDR16C1 UNQ2424/PRO4983	Homo sapiens (Human)	302
P34913	HYES_HUMAN	reviewed	Bifunctional epoxide hydrolase 2 [Includes: Cytosolic epoxide hydrolase 2 (CEH) (EC 3.3.2.10) (Epoxide hydratase) (Soluble epoxide hydrolase) (SEH); Lipid-phosphate phosphatase (EC 3.1.3.76)]	EPHX2	Homo sapiens (Human)	555
P35557	HXK4_HUMAN	reviewed	Glucokinase (EC 2.7.1.2) (Hexokinase type IV) (HK IV) (Hexokinase-4) (HK4) (Hexokinase-D)	GCK	Homo sapiens (Human)	465
O43820	HYAL3_HUMAN	reviewed	Hyaluronidase-3 (Hyal-3) (EC 3.2.1.35) (Hyaluronoglucosaminidase-3) (Lung carcinoma protein 3) (LuCa-3)	HYAL3 LUCA3	Homo sapiens (Human)	417
P51553	IDH3G_HUMAN	reviewed	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Isocitric dehydrogenase subunit gamma) (NAD(+)-specific ICDH subunit gamma)	IDH3G	Homo sapiens (Human)	393
O75874	IDHC_HUMAN	reviewed	Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	IDH1 PICD	Homo sapiens (Human)	414
Q9BXS1	IDI2_HUMAN	reviewed	Isopentenyl-diphosphate delta-isomerase 2 (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase 2) (IPP isomerase 2) (IPPI2)	IDI2	Homo sapiens (Human)	227
Q9UI17	M2GD_HUMAN	reviewed	Dimethylglycine dehydrogenase, mitochondrial (EC 1.5.8.4) (ME2GLYDH)	DMGDH	Homo sapiens (Human)	866
Q96T52	IMP2L_HUMAN	reviewed	Mitochondrial inner membrane protease subunit 2 (EC 3.4.21.-) (IMP2-like protein)	IMMP2L	Homo sapiens (Human)	175
P29218	IMPA1_HUMAN	reviewed	Inositol monophosphatase 1 (IMP 1) (IMPase 1) (EC 3.1.3.25) (D-galactose 1-phosphate phosphatase) (EC 3.1.3.94) (Inositol-1(or 4)-monophosphatase 1) (Lithium-sensitive myo-inositol monophosphatase A1)	IMPA1 IMPA	Homo sapiens (Human)	277
Q8WVB3	HEXD_HUMAN	reviewed	Hexosaminidase D (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase D) (Hexosaminidase domain-containing protein) (N-acetyl-beta-galactosaminidase)	HEXD HEXDC	Homo sapiens (Human)	486
P05546	HEP2_HUMAN	reviewed	Heparin cofactor 2 (Heparin cofactor II) (HC-II) (Protease inhibitor leuserpin-2) (HLS2) (Serpin D1)	SERPIND1 HCF2	Homo sapiens (Human)	499
Q9Y251	HPSE_HUMAN	reviewed	Heparanase (EC 3.2.1.166) (Endo-glucoronidase) (Heparanase-1) (Hpa1) [Cleaved into: Heparanase 8 kDa subunit; Heparanase 50 kDa subunit]	HPSE HEP HPA HPA1 HPR1 HPSE1 HSE1	Homo sapiens (Human)	543
P0DMV8	HS71A_HUMAN	reviewed	Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1) (HSP70-1) (HSP70.1)	HSPA1A HSP72 HSPA1 HSX70	Homo sapiens (Human)	641
Q2TAA2	IAH1_HUMAN	reviewed	Isoamyl acetate-hydrolyzing esterase 1 homolog (EC 3.1.-.-)	IAH1	Homo sapiens (Human)	248
P17936	IBP3_HUMAN	reviewed	Insulin-like growth factor-binding protein 3 (IBP-3) (IGF-binding protein 3) (IGFBP-3)	IGFBP3 IBP3	Homo sapiens (Human)	291
P50213	IDH3A_HUMAN	reviewed	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit alpha) (NAD(+)-specific ICDH subunit alpha)	IDH3A	Homo sapiens (Human)	366
P48735	IDHP_HUMAN	reviewed	Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	IDH2	Homo sapiens (Human)	452
Q02363	ID2_HUMAN	reviewed	DNA-binding protein inhibitor ID-2 (Class B basic helix-loop-helix protein 26) (bHLHb26) (Inhibitor of DNA binding 2) (Inhibitor of differentiation 2)	ID2 BHLHB26	Homo sapiens (Human)	134
P83369	LSM11_HUMAN	reviewed	U7 snRNA-associated Sm-like protein LSm11	LSM11	Homo sapiens (Human)	360
P52292	IMA1_HUMAN	reviewed	Importin subunit alpha-1 (Karyopherin subunit alpha-2) (RAG cohort protein 1) (SRP1-alpha)	KPNA2 RCH1 SRP1	Homo sapiens (Human)	529
Q9Y4H2	IRS2_HUMAN	reviewed	Insulin receptor substrate 2 (IRS-2)	IRS2	Homo sapiens (Human)	1338
Q6P1A2	MBOA5_HUMAN	reviewed	Lysophospholipid acyltransferase 5 (LPLAT 5) (EC 2.3.1.-) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (Lysophosphatidylcholine acyltransferase) (LPCAT) (Lyso-PC acyltransferase) (Lysophosphatidylcholine acyltransferase 3) (Lyso-PC acyltransferase 3) (Lysophosphatidylserine acyltransferase) (LPSAT) (Lyso-PS acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 5) (O-acyltransferase domain-containing protein 5)	LPCAT3 MBOAT5 OACT5	Homo sapiens (Human)	487
Q96N66	MBOA7_HUMAN	reviewed	Lysophospholipid acyltransferase 7 (LPLAT 7) (EC 2.3.1.-) (1-acylglycerophosphatidylinositol O-acyltransferase) (EC 2.3.1.n4) (Bladder and breast carcinoma-overexpressed gene 1 protein) (Leukocyte receptor cluster member 4) (Lysophosphatidylinositol acyltransferase) (LPIAT) (Lyso-PI acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 7) (O-acyltransferase domain-containing protein 7) (h-mboa-7)	MBOAT7 BB1 LENG4 OACT7	Homo sapiens (Human)	472
P35914	HMGCL_HUMAN	reviewed	Hydroxymethylglutaryl-CoA lyase, mitochondrial (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase)	HMGCL	Homo sapiens (Human)	325
P61978	HNRPK_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein K (hnRNP K) (Transformation up-regulated nuclear protein) (TUNP)	HNRNPK HNRPK	Homo sapiens (Human)	463
P41235	HNF4A_HUMAN	reviewed	Hepatocyte nuclear factor 4-alpha (HNF-4-alpha) (Nuclear receptor subfamily 2 group A member 1) (Transcription factor 14) (TCF-14) (Transcription factor HNF-4)	HNF4A HNF4 NR2A1 TCF14	Homo sapiens (Human)	474
Q96IR7	HPDL_HUMAN	reviewed	4-hydroxyphenylpyruvate dioxygenase-like protein (EC 1.13.-.-) (Glyoxalase domain-containing protein 1)	HPDL GLOXD1	Homo sapiens (Human)	371
O95237	LRAT_HUMAN	reviewed	Lecithin retinol acyltransferase (EC 2.3.1.135) (Phosphatidylcholine--retinol O-acyltransferase)	LRAT	Homo sapiens (Human)	230
Q86YC3	LRC33_HUMAN	reviewed	Transforming growth factor beta activator LRRC33 (Leucine-rich repeat-containing protein 33) (Negative regulator of reactive oxygen species)	NRROS LRRC33 UNQ3030/PRO9833	Homo sapiens (Human)	692
P52789	HXK2_HUMAN	reviewed	Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II) (Muscle form hexokinase)	HK2	Homo sapiens (Human)	917
Q5S007	LRRK2_HUMAN	reviewed	Leucine-rich repeat serine/threonine-protein kinase 2 (EC 2.7.11.1) (Dardarin)	LRRK2 PARK8	Homo sapiens (Human)	2527
P14735	IDE_HUMAN	reviewed	Insulin-degrading enzyme (EC 3.4.24.56) (Abeta-degrading protease) (Insulin protease) (Insulinase) (Insulysin)	IDE	Homo sapiens (Human)	1019
P35475	IDUA_HUMAN	reviewed	Alpha-L-iduronidase (EC 3.2.1.76)	IDUA	Homo sapiens (Human)	653
Q3MHD2	LSM12_HUMAN	reviewed	Protein LSM12 homolog	LSM12	Homo sapiens (Human)	195
Q9Y5U4	INSI2_HUMAN	reviewed	Insulin-induced gene 2 protein (INSIG-2)	INSIG2	Homo sapiens (Human)	225
O14732	IMPA2_HUMAN	reviewed	Inositol monophosphatase 2 (IMP 2) (IMPase 2) (EC 3.1.3.25) (Inositol-1(or 4)-monophosphatase 2) (Myo-inositol monophosphatase A2)	IMPA2 IMP.18P	Homo sapiens (Human)	288
P49895	IOD1_HUMAN	reviewed	Type I iodothyronine deiodinase (EC 1.21.99.4) (5DI) (DIOI) (Type 1 DI) (Type-I 5'-deiodinase)	DIO1 ITDI1 TXDI1	Homo sapiens (Human)	249
Q14103	HNRPD_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein D0 (hnRNP D0) (AU-rich element RNA-binding protein 1)	HNRNPD AUF1 HNRPD	Homo sapiens (Human)	355
Q8IWW8	HOT_HUMAN	reviewed	Hydroxyacid-oxoacid transhydrogenase, mitochondrial (HOT) (EC 1.1.99.24) (Alcohol dehydrogenase iron-containing protein 1) (ADHFe1) (Fe-containing alcohol dehydrogenase)	ADHFE1 HMFT2263	Homo sapiens (Human)	467
O60760	HPGDS_HUMAN	reviewed	Hematopoietic prostaglandin D synthase (H-PGDS) (EC 5.3.99.2) (GST class-sigma) (Glutathione S-transferase) (EC 2.5.1.18) (Glutathione-dependent PGD synthase) (Glutathione-requiring prostaglandin D synthase) (Prostaglandin-H2 D-isomerase)	HPGDS GSTS PGDS PTGDS2	Homo sapiens (Human)	199
Q12891	HYAL2_HUMAN	reviewed	Hyaluronidase-2 (Hyal-2) (EC 3.2.1.35) (Hyaluronoglucosaminidase-2) (Lung carcinoma protein 2) (LuCa-2)	HYAL2 LUCA2	Homo sapiens (Human)	473
P18065	IBP2_HUMAN	reviewed	Insulin-like growth factor-binding protein 2 (IBP-2) (IGF-binding protein 2) (IGFBP-2)	IGFBP2 BP2 IBP2	Homo sapiens (Human)	325
P24593	IBP5_HUMAN	reviewed	Insulin-like growth factor-binding protein 5 (IBP-5) (IGF-binding protein 5) (IGFBP-5)	IGFBP5 IBP5	Homo sapiens (Human)	272
P24592	IBP6_HUMAN	reviewed	Insulin-like growth factor-binding protein 6 (IBP-6) (IGF-binding protein 6) (IGFBP-6)	IGFBP6 IBP6	Homo sapiens (Human)	240
