Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q96EB1	ELP4_HUMAN	reviewed	Elongator complex protein 4 (hELP4) (PAX6 neighbor gene protein)	ELP4 C11orf19 PAXNEB	Homo sapiens (Human)	424
Q9GZU7	CTDS1_HUMAN	reviewed	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 (EC 3.1.3.16) (Nuclear LIM interactor-interacting factor 3) (NLI-IF) (NLI-interacting factor 3) (Small C-terminal domain phosphatase 1) (SCP1) (Small CTD phosphatase 1)	CTDSP1 NIF3 NLIIF SCP1	Homo sapiens (Human)	261
Q8TE02	ELP5_HUMAN	reviewed	Elongator complex protein 5 (Dermal papilla-derived protein 6) (S-phase 2 protein)	ELP5 C17orf81 DERP6 HSPC002 MSTP071	Homo sapiens (Human)	316
O43246	CTR4_HUMAN	reviewed	Cationic amino acid transporter 4 (CAT-4) (CAT4) (Solute carrier family 7 member 4)	SLC7A4	Homo sapiens (Human)	635
Q7Z7A3	CTU1_HUMAN	reviewed	Cytoplasmic tRNA 2-thiolation protein 1 (EC 2.7.7.-) (ATP-binding domain-containing protein 3) (Cancer-associated gene protein) (Cytoplasmic tRNA adenylyltransferase 1)	CTU1 ATPBD3 NCS6	Homo sapiens (Human)	348
Q13618	CUL3_HUMAN	reviewed	Cullin-3 (CUL-3)	CUL3 KIAA0617	Homo sapiens (Human)	768
Q9NRM1	ENAM_HUMAN	reviewed	Enamelin	ENAM	Homo sapiens (Human)	1142
Q8TF08	CX7B2_HUMAN	reviewed	Cytochrome c oxidase subunit 7B2, mitochondrial (Cytochrome c oxidase polypeptide VIIb2)	COX7B2	Homo sapiens (Human)	81
P49682	CXCR3_HUMAN	reviewed	C-X-C chemokine receptor type 3 (CXC-R3) (CXCR-3) (CKR-L2) (G protein-coupled receptor 9) (Interferon-inducible protein 10 receptor) (IP-10 receptor) (CD antigen CD183)	CXCR3 GPR9	Homo sapiens (Human)	368
P04839	CY24B_HUMAN	reviewed	Cytochrome b-245 heavy chain (EC 1.-.-.-) (CGD91-phox) (Cytochrome b(558) subunit beta) (Cytochrome b558 subunit beta) (Heme-binding membrane glycoprotein gp91phox) (NADPH oxidase 2) (Neutrophil cytochrome b 91 kDa polypeptide) (Superoxide-generating NADPH oxidase heavy chain subunit) (gp91-1) (gp91-phox) (p22 phagocyte B-cytochrome)	CYBB NOX2	Homo sapiens (Human)	570
Q8NBI2	CYAC3_HUMAN	reviewed	Cytochrome b ascorbate-dependent protein 3 (EC 1.-.-.-) (Cytochrome b561 family member A3) (Lysosomal cytochrome b) (LCytb)	CYB561A3 CYBASC3 LCYTB PSEC0259	Homo sapiens (Human)	242
Q9HB71	CYBP_HUMAN	reviewed	Calcyclin-binding protein (CacyBP) (hCacyBP) (S100A6-binding protein) (Siah-interacting protein)	CACYBP S100A6BP SIP PNAS-107	Homo sapiens (Human)	228
Q03111	ENL_HUMAN	reviewed	Protein ENL (YEATS domain-containing protein 1)	MLLT1 ENL LTG19 YEATS1	Homo sapiens (Human)	559
Q7L5Y1	ENOF1_HUMAN	reviewed	Mitochondrial enolase superfamily member 1 (EC 4.2.1.68) (Antisense RNA to thymidylate synthase) (rTS) (L-fuconate dehydratase)	ENOSF1 RTS TYMSAS	Homo sapiens (Human)	443
P00156	CYB_HUMAN	reviewed	Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit)	MT-CYB COB CYTB MTCYB	Homo sapiens (Human)	380
Q8TC92	ENOX1_HUMAN	reviewed	Ecto-NOX disulfide-thiol exchanger 1 (Candidate growth-related and time keeping constitutive hydroquinone [NADH] oxidase) (cCNOX) (Cell proliferation-inducing gene 38 protein) (Constitutive Ecto-NOX) (cNOX) [Includes: Hydroquinone [NADH] oxidase (EC 1.-.-.-); Protein disulfide-thiol oxidoreductase (EC 1.-.-.-)]	ENOX1 PIG38	Homo sapiens (Human)	643
Q16206	ENOX2_HUMAN	reviewed	Ecto-NOX disulfide-thiol exchanger 2 (APK1 antigen) (Cytosolic ovarian carcinoma antigen 1) (Tumor-associated hydroquinone oxidase) (tNOX) [Includes: Hydroquinone [NADH] oxidase (EC 1.-.-.-); Protein disulfide-thiol oxidoreductase (EC 1.-.-.-)]	ENOX2 COVA1	Homo sapiens (Human)	610
Q9UBM7	DHCR7_HUMAN	reviewed	7-dehydrocholesterol reductase (7-DHC reductase) (EC 1.3.1.21) (Putative sterol reductase SR-2) (Sterol Delta(7)-reductase)	DHCR7 D7SR	Homo sapiens (Human)	475
Q6UWP2	DHR11_HUMAN	reviewed	Dehydrogenase/reductase SDR family member 11 (17-beta-hydroxysteroid dehydrogenase) (3-beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270) (Estradiol 17-beta-dehydrogenase) (EC 1.1.1.62) (Short-chain dehydrogenase/reductase family 24C member 1)	DHRS11 SDR24C1 UNQ836/PRO1774	Homo sapiens (Human)	260
Q7Z5J1	DHI1L_HUMAN	reviewed	Hydroxysteroid 11-beta-dehydrogenase 1-like protein (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 3) (11-DH3) (11-beta-HSD3) (Short chain dehydrogenase/reductase family 26C member 2) (Short-chain dehydrogenase/reductase 10)	HSD11B1L HSD3 SCDR10 SDR26C2	Homo sapiens (Human)	315
O75417	DPOLQ_HUMAN	reviewed	DNA polymerase theta (EC 2.7.7.7) (DNA polymerase eta)	POLQ POLH	Homo sapiens (Human)	2590
P54098	DPOG1_HUMAN	reviewed	DNA polymerase subunit gamma-1 (EC 2.7.7.7) (Mitochondrial DNA polymerase catalytic subunit) (PolG-alpha)	POLG MDP1 POLG1 POLGA	Homo sapiens (Human)	1239
Q10471	GALT2_HUMAN	reviewed	Polypeptide N-acetylgalactosaminyltransferase 2 (EC 2.4.1.41) (Polypeptide GalNAc transferase 2) (GalNAc-T2) (pp-GaNTase 2) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 2 soluble form]	GALNT2	Homo sapiens (Human)	571
Q14435	GALT3_HUMAN	reviewed	Polypeptide N-acetylgalactosaminyltransferase 3 (EC 2.4.1.41) (Polypeptide GalNAc transferase 3) (GalNAc-T3) (pp-GaNTase 3) (Protein-UDP acetylgalactosaminyltransferase 3) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 3)	GALNT3	Homo sapiens (Human)	633
Q8N4A0	GALT4_HUMAN	reviewed	Polypeptide N-acetylgalactosaminyltransferase 4 (EC 2.4.1.41) (Polypeptide GalNAc transferase 4) (GalNAc-T4) (pp-GaNTase 4) (Protein-UDP acetylgalactosaminyltransferase 4) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 4)	GALNT4	Homo sapiens (Human)	578
Q14353	GAMT_HUMAN	reviewed	Guanidinoacetate N-methyltransferase (EC 2.1.1.2)	GAMT	Homo sapiens (Human)	236
P55039	DRG2_HUMAN	reviewed	Developmentally-regulated GTP-binding protein 2 (DRG-2) (Translation factor GTPase DRG2) (TRAFAC GTPase DRG2) (EC 3.6.5.-)	DRG2	Homo sapiens (Human)	364
O60318	GANP_HUMAN	reviewed	Germinal-center associated nuclear protein (GANP) (80 kDa MCM3-associated protein) (MCM3 acetylating protein) (MCM3AP) (EC 2.3.1.-) (MCM3 acetyltransferase)	MCM3AP GANP KIAA0572 MAP80	Homo sapiens (Human)	1980
Q9H2C0	GAN_HUMAN	reviewed	Gigaxonin (Kelch-like protein 16)	GAN GAN1 KLHL16	Homo sapiens (Human)	597
P0CJ86	DU4L3_HUMAN	reviewed	Double homeobox protein 4-like protein 3	DUX4L3	Homo sapiens (Human)	424
Q8TDB6	DTX3L_HUMAN	reviewed	E3 ubiquitin-protein ligase DTX3L (EC 2.3.2.27) (B-lymphoma- and BAL-associated protein) (Protein deltex-3-like) (RING-type E3 ubiquitin transferase DTX3L) (Rhysin-2) (Rhysin2)	DTX3L BBAP	Homo sapiens (Human)	740
Q6P1R4	DUS1L_HUMAN	reviewed	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like (EC 1.3.1.-) (tRNA-dihydrouridine synthase 1-like)	DUS1L	Homo sapiens (Human)	473
Q9H596	DUS21_HUMAN	reviewed	Dual specificity protein phosphatase 21 (EC 3.1.3.16) (EC 3.1.3.48) (Low molecular weight dual specificity phosphatase 21) (LMW-DSP21)	DUSP21 LMWDSP21	Homo sapiens (Human)	190
Q9BVJ7	DUS23_HUMAN	reviewed	Dual specificity protein phosphatase 23 (EC 3.1.3.16) (EC 3.1.3.48) (Low molecular mass dual specificity phosphatase 3) (LDP-3) (VH1-like phosphatase Z)	DUSP23 LDP3 VHZ	Homo sapiens (Human)	150
Q9UNI6	DUS12_HUMAN	reviewed	Dual specificity protein phosphatase 12 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity tyrosine phosphatase YVH1)	DUSP12	Homo sapiens (Human)	340
Q13115	DUS4_HUMAN	reviewed	Dual specificity protein phosphatase 4 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase hVH2) (Mitogen-activated protein kinase phosphatase 2) (MAP kinase phosphatase 2) (MKP-2)	DUSP4 MKP2 VH2	Homo sapiens (Human)	394
O43812	DUX1_HUMAN	reviewed	Double homeobox protein 1	DUX1	Homo sapiens (Human)	170
O14640	DVL1_HUMAN	reviewed	Segment polarity protein dishevelled homolog DVL-1 (Dishevelled-1) (DSH homolog 1)	DVL1	Homo sapiens (Human)	695
Q14204	DYHC1_HUMAN	reviewed	Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)	DYNC1H1 DHC1 DNCH1 DNCL DNECL DYHC KIAA0325	Homo sapiens (Human)	4646
P50570	DYN2_HUMAN	reviewed	Dynamin-2 (EC 3.6.5.5)	DNM2 DYN2	Homo sapiens (Human)	870
Q92630	DYRK2_HUMAN	reviewed	Dual specificity tyrosine-phosphorylation-regulated kinase 2 (EC 2.7.12.1)	DYRK2	Homo sapiens (Human)	601
Q13627	DYR1A_HUMAN	reviewed	Dual specificity tyrosine-phosphorylation-regulated kinase 1A (EC 2.7.12.1) (Dual specificity YAK1-related kinase) (HP86) (Protein kinase minibrain homolog) (MNBH) (hMNB)	DYRK1A DYRK MNB MNBH	Homo sapiens (Human)	763
P00374	DYR_HUMAN	reviewed	Dihydrofolate reductase (EC 1.5.1.3)	DHFR	Homo sapiens (Human)	187
P50440	GATM_HUMAN	reviewed	Glycine amidinotransferase, mitochondrial (EC 2.1.4.1) (L-arginine:glycine amidinotransferase) (Transamidinase)	GATM AGAT	Homo sapiens (Human)	423
Q9Y6T7	DGKB_HUMAN	reviewed	Diacylglycerol kinase beta (DAG kinase beta) (EC 2.7.1.107) (90 kDa diacylglycerol kinase) (Diglyceride kinase beta) (DGK-beta)	DGKB DAGK2 KIAA0718	Homo sapiens (Human)	804
Q96LJ7	DHRS1_HUMAN	reviewed	Dehydrogenase/reductase SDR family member 1 (EC 1.1.-.-) (Short chain dehydrogenase/reductase family 19C member 1)	DHRS1 SDR19C1	Homo sapiens (Human)	313
O94777	DPM2_HUMAN	reviewed	Dolichol phosphate-mannose biosynthesis regulatory protein (Dolichol-phosphate mannose synthase subunit 2) (DPM synthase subunit 2)	DPM2 My026	Homo sapiens (Human)	84
Q96C23	GALM_HUMAN	reviewed	Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase)	GALM BLOCK25	Homo sapiens (Human)	342
Q9UGP5	DPOLL_HUMAN	reviewed	DNA polymerase lambda (Pol Lambda) (EC 2.7.7.7) (EC 4.2.99.-) (DNA polymerase beta-2) (Pol beta2) (DNA polymerase kappa)	POLL	Homo sapiens (Human)	575
Q9UHN1	DPOG2_HUMAN	reviewed	DNA polymerase subunit gamma-2, mitochondrial (EC 2.7.7.7) (DNA polymerase gamma accessory 55 kDa subunit) (p55) (Mitochondrial DNA polymerase accessory subunit) (MtPolB) (PolG-beta)	POLG2 MTPOLB	Homo sapiens (Human)	485
P27487	DPP4_HUMAN	reviewed	Dipeptidyl peptidase 4 (EC 3.4.14.5) (ADABP) (Adenosine deaminase complexing protein 2) (ADCP-2) (Dipeptidyl peptidase IV) (DPP IV) (T-cell activation antigen CD26) (TP103) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form)]	DPP4 ADCP2 CD26	Homo sapiens (Human)	766
Q5T2R2	DPS1_HUMAN	reviewed	Decaprenyl-diphosphate synthase subunit 1 (EC 2.5.1.91) (All-trans-decaprenyl-diphosphate synthase subunit 1) (Decaprenyl pyrophosphate synthase subunit 1) (Trans-prenyltransferase 1) (TPT 1)	PDSS1 DPS1 TPRT	Homo sapiens (Human)	415
Q14194	DPYL1_HUMAN	reviewed	Dihydropyrimidinase-related protein 1 (DRP-1) (Collapsin response mediator protein 1) (CRMP-1) (Unc-33-like phosphoprotein 3) (ULIP-3)	CRMP1 DPYSL1 ULIP3	Homo sapiens (Human)	572
Q8N682	DRAM1_HUMAN	reviewed	DNA damage-regulated autophagy modulator protein 1 (Damage-regulated autophagy modulator)	DRAM1 DRAM	Homo sapiens (Human)	238
Q9C005	DPY30_HUMAN	reviewed	Protein dpy-30 homolog (Dpy-30-like protein) (Dpy-30L)	DPY30	Homo sapiens (Human)	99
Q86SF2	GALT7_HUMAN	reviewed	N-acetylgalactosaminyltransferase 7 (EC 2.4.1.-) (Polypeptide GalNAc transferase 7) (GalNAc-T7) (pp-GaNTase 7) (Protein-UDP acetylgalactosaminyltransferase 7) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 7)	GALNT7	Homo sapiens (Human)	657
O95620	DUS4L_HUMAN	reviewed	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like (EC 1.3.1.-) (pp35) (tRNA-dihydrouridine synthase 4-like)	DUS4L	Homo sapiens (Human)	317
Q6XUX3	DUSTY_HUMAN	reviewed	Dual serine/threonine and tyrosine protein kinase (EC 2.7.12.1) (Dusty protein kinase) (Dusty PK) (RIP-homologous kinase) (Receptor-interacting serine/threonine-protein kinase 5) (Sugen kinase 496) (SgK496)	DSTYK KIAA0472 RIP5 RIPK5 SGK496 HDCMD38P	Homo sapiens (Human)	929
Q16828	DUS6_HUMAN	reviewed	Dual specificity protein phosphatase 6 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase PYST1) (Mitogen-activated protein kinase phosphatase 3) (MAP kinase phosphatase 3) (MKP-3)	DUSP6 MKP3 PYST1	Homo sapiens (Human)	381
Q99956	DUS9_HUMAN	reviewed	Dual specificity protein phosphatase 9 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 4) (MAP kinase phosphatase 4) (MKP-4)	DUSP9 MKP4	Homo sapiens (Human)	384
P33316	DUT_HUMAN	reviewed	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	DUT	Homo sapiens (Human)	252
Q9UBX2	DUX4_HUMAN	reviewed	Double homeobox protein 4 (Double homeobox protein 10)	DUX4 DUX10	Homo sapiens (Human)	424
Q96PT3	DUX5_HUMAN	reviewed	Double homeobox protein 5	DUX5	Homo sapiens (Human)	197
A6NLW8	DUXA_HUMAN	reviewed	Double homeobox protein A	DUXA	Homo sapiens (Human)	204
Q92997	DVL3_HUMAN	reviewed	Segment polarity protein dishevelled homolog DVL-3 (Dishevelled-3) (DSH homolog 3)	DVL3 KIAA0208	Homo sapiens (Human)	716
Q8WWB3	DYDC1_HUMAN	reviewed	DPY30 domain-containing protein 1	DYDC1 DPY30D1 RSD-9 RSD9	Homo sapiens (Human)	177
P63167	DYL1_HUMAN	reviewed	Dynein light chain 1, cytoplasmic (8 kDa dynein light chain) (DLC8) (Dynein light chain LC8-type 1) (Protein inhibitor of neuronal nitric oxide synthase) (PIN)	DYNLL1 DLC1 DNCL1 DNCLC1 HDLC1	Homo sapiens (Human)	89
Q8WUU5	GATD1_HUMAN	reviewed	GATA zinc finger domain-containing protein 1 (Ocular development-associated gene protein)	GATAD1 ODAG	Homo sapiens (Human)	269
O43781	DYRK3_HUMAN	reviewed	Dual specificity tyrosine-phosphorylation-regulated kinase 3 (EC 2.7.12.1) (Regulatory erythroid kinase) (REDK)	DYRK3	Homo sapiens (Human)	588
Q8N1N2	DYNAP_HUMAN	reviewed	Dynactin-associated protein (Full)	DYNAP C18orf26	Homo sapiens (Human)	210
Q9Y463	DYR1B_HUMAN	reviewed	Dual specificity tyrosine-phosphorylation-regulated kinase 1B (EC 2.7.12.1) (Minibrain-related kinase) (Mirk protein kinase)	DYRK1B MIRK	Homo sapiens (Human)	629
Q9HCG7	GBA2_HUMAN	reviewed	Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45) (Beta-glucocerebrosidase 2) (Beta-glucosidase 2) (Glucosylceramidase 2)	GBA2 KIAA1605 AD035	Homo sapiens (Human)	927
P16520	GBB3_HUMAN	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3 (Transducin beta chain 3)	GNB3	Homo sapiens (Human)	340
Q9P2K8	E2AK4_HUMAN	reviewed	eIF-2-alpha kinase GCN2 (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 4) (GCN2-like protein)	EIF2AK4 GCN2 KIAA1338	Homo sapiens (Human)	1649
Q01094	E2F1_HUMAN	reviewed	Transcription factor E2F1 (E2F-1) (PBR3) (Retinoblastoma-associated protein 1) (RBAP-1) (Retinoblastoma-binding protein 3) (RBBP-3) (pRB-binding protein E2F-1)	E2F1 RBBP3	Homo sapiens (Human)	437
Q14209	E2F2_HUMAN	reviewed	Transcription factor E2F2 (E2F-2)	E2F2	Homo sapiens (Human)	437
O00716	E2F3_HUMAN	reviewed	Transcription factor E2F3 (E2F-3)	E2F3 KIAA0075	Homo sapiens (Human)	465
O75461	E2F6_HUMAN	reviewed	Transcription factor E2F6 (E2F-6)	E2F6	Homo sapiens (Human)	281
A0AVK6	E2F8_HUMAN	reviewed	Transcription factor E2F8 (E2F-8)	E2F8	Homo sapiens (Human)	867
Q96CJ1	EAF2_HUMAN	reviewed	ELL-associated factor 2 (Testosterone-regulated apoptosis inducer and tumor suppressor protein)	EAF2 TRAITS BM-040	Homo sapiens (Human)	260
P16444	DPEP1_HUMAN	reviewed	Dipeptidase 1 (EC 3.4.13.19) (Dehydropeptidase-I) (Microsomal dipeptidase) (Renal dipeptidase) (hRDP)	DPEP1 MDP RDP	Homo sapiens (Human)	411
Q92782	DPF1_HUMAN	reviewed	Zinc finger protein neuro-d4 (BRG1-associated factor 45B) (BAF45B) (D4, zinc and double PHD fingers family 1)	DPF1 BAF45B NEUD4	Homo sapiens (Human)	380
Q92784	DPF3_HUMAN	reviewed	Zinc finger protein DPF3 (BRG1-associated factor 45C) (BAF45C) (Zinc finger protein cer-d4)	DPF3 BAF45C CERD4	Homo sapiens (Human)	378
P54803	GALC_HUMAN	reviewed	Galactocerebrosidase (GALCERase) (EC 3.2.1.46) (Galactocerebroside beta-galactosidase) (Galactosylceramidase) (Galactosylceramide beta-galactosidase)	GALC	Homo sapiens (Human)	685
Q9P2X0	DPM3_HUMAN	reviewed	Dolichol-phosphate mannosyltransferase subunit 3 (Dolichol-phosphate mannose synthase subunit 3) (DPM synthase subunit 3) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 3) (Mannose-P-dolichol synthase subunit 3) (MPD synthase subunit 3) (Prostin-1)	DPM3	Homo sapiens (Human)	92
Q9H2P9	DPH5_HUMAN	reviewed	Diphthine methyl ester synthase (EC 2.1.1.314) (Diphthamide biosynthesis methyltransferase)	DPH5 AD-018 CGI-30 HSPC143 NPD015	Homo sapiens (Human)	285
Q7L8W6	DPH6_HUMAN	reviewed	Diphthine--ammonia ligase (EC 6.3.1.14) (ATP-binding domain-containing protein 4) (Diphthamide synthase) (Diphthamide synthetase) (Protein DPH6 homolog)	DPH6 ATPBD4	Homo sapiens (Human)	267
Q07864	DPOE1_HUMAN	reviewed	DNA polymerase epsilon catalytic subunit A (EC 2.7.7.7) (DNA polymerase II subunit A)	POLE POLE1	Homo sapiens (Human)	2286
Q01415	GALK2_HUMAN	reviewed	N-acetylgalactosamine kinase (EC 2.7.1.157) (GalNAc kinase) (Galactokinase 2)	GALK2 GK2	Homo sapiens (Human)	458
P56282	DPOE2_HUMAN	reviewed	DNA polymerase epsilon subunit 2 (EC 2.7.7.7) (DNA polymerase II subunit 2) (DNA polymerase epsilon subunit B)	POLE2 DPE2	Homo sapiens (Human)	527
P06746	DPOLB_HUMAN	reviewed	DNA polymerase beta (EC 2.7.7.7) (EC 4.2.99.-)	POLB	Homo sapiens (Human)	335
P42658	DPP6_HUMAN	reviewed	Dipeptidyl aminopeptidase-like protein 6 (DPPX) (Dipeptidyl aminopeptidase-related protein) (Dipeptidyl peptidase 6) (Dipeptidyl peptidase IV-like protein) (Dipeptidyl peptidase VI) (DPP VI)	DPP6	Homo sapiens (Human)	865
P47211	GALR1_HUMAN	reviewed	Galanin receptor type 1 (GAL1-R) (GALR-1)	GALR1 GALNR GALNR1	Homo sapiens (Human)	349
Q86TI2	DPP9_HUMAN	reviewed	Dipeptidyl peptidase 9 (DP9) (EC 3.4.14.5) (Dipeptidyl peptidase IV-related protein 2) (DPRP-2) (Dipeptidyl peptidase IX) (DPP IX) (Dipeptidyl peptidase-like protein 9) (DPLP9)	DPP9 DPRP2	Homo sapiens (Human)	863
P0CG22	DR4L1_HUMAN	reviewed	Putative dehydrogenase/reductase SDR family member 4-like 1 (EC 1.1.-.-) (Short chain dehydrogenase/reductase family 25C member 4)	DHRS4L1 SDR25C4	Homo sapiens (Human)	281
Q8NEX9	DR9C7_HUMAN	reviewed	Short-chain dehydrogenase/reductase family 9C member 7 (EC 1.1.1.-) (Orphan short-chain dehydrogenase/reductase) (SDR-O) (RDH-S)	SDR9C7 RDHS SDRO	Homo sapiens (Human)	313
Q9NY28	GALT8_HUMAN	reviewed	Probable polypeptide N-acetylgalactosaminyltransferase 8 (EC 2.4.1.41) (Polypeptide GalNAc transferase 8) (GalNAc-T8) (pp-GaNTase 8) (Protein-UDP acetylgalactosaminyltransferase 8) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 8)	GALNT8	Homo sapiens (Human)	637
Q14697	GANAB_HUMAN	reviewed	Neutral alpha-glucosidase AB (EC 3.2.1.84) (Alpha-glucosidase 2) (Glucosidase II subunit alpha)	GANAB G2AN KIAA0088	Homo sapiens (Human)	944
Q6IAN0	DRS7B_HUMAN	reviewed	Dehydrogenase/reductase SDR family member 7B (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 1)	DHRS7B SDR32C1 CGI-93 UNQ212/PRO238	Homo sapiens (Human)	325
Q6B8I1	DS13A_HUMAN	reviewed	Dual specificity protein phosphatase 13 isoform A (DUSP13A) (EC 3.1.3.16) (EC 3.1.3.48) (Branching-enzyme interacting DSP) (Muscle-restricted DSP) (MDSP)	DUSP13 BEDP DUSP13A MDSP	Homo sapiens (Human)	188
Q8TEA8	DTD1_HUMAN	reviewed	D-aminoacyl-tRNA deacylase 1 (DTD) (EC 3.1.1.96) (DNA-unwinding element-binding protein B) (DUE-B) (Gly-tRNA(Ala) deacylase) (EC 3.1.1.-) (Histidyl-tRNA synthase-related)	DTD1 C20orf88 DUEB HARS2	Homo sapiens (Human)	209
Q9NZJ0	DTL_HUMAN	reviewed	Denticleless protein homolog (DDB1- and CUL4-associated factor 2) (Lethal(2) denticleless protein homolog) (Retinoic acid-regulated nuclear matrix-associated protein)	DTL CDT2 CDW1 DCAF2 L2DTL RAMP	Homo sapiens (Human)	730
Q86Y01	DTX1_HUMAN	reviewed	E3 ubiquitin-protein ligase DTX1 (EC 2.3.2.27) (Protein deltex-1) (Deltex1) (hDTX1) (RING-type E3 ubiquitin transferase DTX1)	DTX1	Homo sapiens (Human)	620
Q9Y2E6	DTX4_HUMAN	reviewed	E3 ubiquitin-protein ligase DTX4 (EC 2.3.2.27) (Protein deltex-4) (Deltex4) (RING finger protein 155) (RING-type E3 ubiquitin transferase DTX4)	DTX4 KIAA0937 RNF155	Homo sapiens (Human)	619
P0CJ85	DU4L2_HUMAN	reviewed	Double homeobox protein 4-like protein 2	DUX4L2	Homo sapiens (Human)	424
P0CJ88	DU4L5_HUMAN	reviewed	Double homeobox protein 4-like protein 5	DUX4L5	Homo sapiens (Human)	424
P0CJ89	DU4L6_HUMAN	reviewed	Double homeobox protein 4-like protein 6	DUX4L6	Homo sapiens (Human)	424
Q8N9I9	DTX3_HUMAN	reviewed	Probable E3 ubiquitin-protein ligase DTX3 (EC 2.3.2.27) (Protein deltex-3) (Deltex3) (RING finger protein 154) (RING-type E3 ubiquitin transferase DTX3)	DTX3 RNF154	Homo sapiens (Human)	347
Q9NRD9	DUOX1_HUMAN	reviewed	Dual oxidase 1 (EC 1.11.1.-) (EC 1.6.3.1) (Large NOX 1) (Long NOX 1) (NADPH thyroid oxidase 1) (Thyroid oxidase 1)	DUOX1 DUOX LNOX1 THOX1	Homo sapiens (Human)	1551
Q9BY84	DUS16_HUMAN	reviewed	Dual specificity protein phosphatase 16 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 7) (MAP kinase phosphatase 7) (MKP-7)	DUSP16 KIAA1700 MKP7	Homo sapiens (Human)	665
O95147	DUS14_HUMAN	reviewed	Dual specificity protein phosphatase 14 (EC 3.1.3.16) (EC 3.1.3.48) (MKP-1-like protein tyrosine phosphatase) (MKP-L) (Mitogen-activated protein kinase phosphatase 6) (MAP kinase phosphatase 6) (MKP-6)	DUSP14 MKP6	Homo sapiens (Human)	198
Q9H1R2	DUS15_HUMAN	reviewed	Dual specificity protein phosphatase 15 (EC 3.1.3.16) (EC 3.1.3.48) (VH1-related member Y) (Vaccinia virus VH1-related dual-specific protein phosphatase Y)	DUSP15 C20orf57 VHY	Homo sapiens (Human)	295
Q96G46	DUS3L_HUMAN	reviewed	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like (EC 1.3.1.-) (tRNA-dihydrouridine synthase 3-like)	DUS3L	Homo sapiens (Human)	650
Q16690	DUS5_HUMAN	reviewed	Dual specificity protein phosphatase 5 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase hVH3)	DUSP5 VH3	Homo sapiens (Human)	384
O14641	DVL2_HUMAN	reviewed	Segment polarity protein dishevelled homolog DVL-2 (Dishevelled-2) (DSH homolog 2)	DVL2	Homo sapiens (Human)	736
Q6RFH8	DUX4C_HUMAN	reviewed	Double homeobox protein 4C (Double homeobox protein 4, centromeric) (DUX4c) (Double homeobox protein 4-like protein 9)	DUX4L9 DUX4C	Homo sapiens (Human)	374
O00148	DX39A_HUMAN	reviewed	ATP-dependent RNA helicase DDX39A (EC 3.6.4.13) (DEAD box protein 39) (Nuclear RNA helicase URH49)	DDX39A DDX39	Homo sapiens (Human)	427
Q13838	DX39B_HUMAN	reviewed	Spliceosome RNA helicase DDX39B (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein UAP56) (HLA-B-associated transcript 1 protein)	DDX39B BAT1 UAP56	Homo sapiens (Human)	428
O77932	DXO_HUMAN	reviewed	Decapping and exoribonuclease protein (DXO) (EC 3.1.13.-) (EC 3.6.1.-) (Dom-3 homolog Z)	DXO DOM3L DOM3Z NG6	Homo sapiens (Human)	396
